quarter,hb,simd,episodes,length_of_stay
2019Q4,Dumfries and Galloway,2,116,432
2020Q1,Dumfries and Galloway,2,85,322
2020Q2,Dumfries and Galloway,2,38,145
2020Q3,Dumfries and Galloway,2,85,276
2020Q4,Dumfries and Galloway,2,79,331
2021Q1,Dumfries and Galloway,2,56,226
2021Q2,Dumfries and Galloway,2,80,442
2021Q3,Dumfries and Galloway,2,48,187
2021Q4,Dumfries and Galloway,2,49,228
2022Q1,Dumfries and Galloway,2,77,349
2022Q2,Dumfries and Galloway,2,95,348
2022Q3,Dumfries and Galloway,2,93,328
2017Q3,Dumfries and Galloway,3,255,829
2017Q4,Dumfries and Galloway,3,209,892
2018Q1,Dumfries and Galloway,3,245,594
2018Q2,Dumfries and Galloway,3,234,936
2018Q3,Dumfries and Galloway,3,179,571
2018Q4,Dumfries and Galloway,3,187,547
2019Q1,Dumfries and Galloway,3,149,649
2019Q2,Dumfries and Galloway,3,164,644
2019Q3,Dumfries and Galloway,3,154,784
2019Q4,Dumfries and Galloway,3,166,597
2020Q1,Dumfries and Galloway,3,147,442
2020Q2,Dumfries and Galloway,3,57,233
2020Q3,Dumfries and Galloway,3,108,364
2020Q4,Dumfries and Galloway,3,116,506
2021Q1,Dumfries and Galloway,3,81,280
2021Q2,Dumfries and Galloway,3,105,405
2021Q3,Dumfries and Galloway,3,62,266
2021Q4,Dumfries and Galloway,3,71,424
2022Q1,Dumfries and Galloway,3,98,364
2022Q2,Dumfries and Galloway,3,120,471
2022Q3,Dumfries and Galloway,3,119,417
2017Q3,Dumfries and Galloway,4,103,323
2017Q4,Dumfries and Galloway,4,78,207
2018Q1,Dumfries and Galloway,4,83,447
2018Q2,Dumfries and Galloway,4,89,290
2018Q3,Dumfries and Galloway,4,92,365
2018Q4,Dumfries and Galloway,4,81,261
2019Q1,Dumfries and Galloway,4,68,366
2019Q2,Dumfries and Galloway,4,92,395
2019Q3,Dumfries and Galloway,4,61,263
2019Q4,Dumfries and Galloway,4,68,263
2020Q1,Dumfries and Galloway,4,64,245
2020Q2,Dumfries and Galloway,4,23,46
2020Q3,Dumfries and Galloway,4,49,198
2020Q4,Dumfries and Galloway,4,53,154
2021Q1,Dumfries and Galloway,4,40,136
2021Q2,Dumfries and Galloway,4,52,229
2021Q3,Dumfries and Galloway,4,36,163
2021Q4,Dumfries and Galloway,4,35,132
2022Q1,Dumfries and Galloway,4,39,382
2022Q2,Dumfries and Galloway,4,67,182
2022Q3,Dumfries and Galloway,4,50,173
2017Q3,Dumfries and Galloway,5,42,131
2017Q4,Dumfries and Galloway,5,43,85
2018Q1,Dumfries and Galloway,5,50,122
2018Q2,Dumfries and Galloway,5,50,241
2018Q3,Dumfries and Galloway,5,34,81
2018Q4,Dumfries and Galloway,5,36,118
2019Q1,Dumfries and Galloway,5,26,75
2019Q2,Dumfries and Galloway,5,25,142
2019Q3,Dumfries and Galloway,5,30,153
2019Q4,Dumfries and Galloway,5,36,126
2020Q1,Dumfries and Galloway,5,29,118
2020Q2,Dumfries and Galloway,5,10,40
2020Q3,Dumfries and Galloway,5,21,62
2020Q4,Dumfries and Galloway,5,25,85
2021Q1,Dumfries and Galloway,5,15,64
2021Q2,Dumfries and Galloway,5,20,99
2021Q3,Dumfries and Galloway,5,10,65
2021Q4,Dumfries and Galloway,5,21,67
2022Q1,Dumfries and Galloway,5,20,99
2022Q2,Dumfries and Galloway,5,30,70
2022Q3,Dumfries and Galloway,5,27,102
2017Q3,Fife,1,302,746
2017Q4,Fife,1,263,690
2018Q1,Fife,1,273,475
2018Q2,Fife,1,296,1034
2018Q3,Fife,1,283,863
2018Q4,Fife,1,273,815
2019Q1,Fife,1,282,737
2019Q2,Fife,1,279,712
2019Q3,Fife,1,289,691
2019Q4,Fife,1,298,868
2020Q1,Fife,1,272,957
2020Q2,Fife,1,67,265
2020Q3,Fife,1,184,481
2020Q4,Fife,1,199,404
2021Q1,Fife,1,124,255
2021Q2,Fife,1,259,593
2021Q3,Fife,1,204,416
2021Q4,Fife,1,183,429
2022Q1,Fife,1,169,358
2022Q2,Fife,1,206,445
2022Q3,Fife,1,201,436
2017Q3,Fife,2,358,1064
2017Q4,Fife,2,329,1117
2018Q1,Fife,2,281,683
2018Q2,Fife,2,309,671
2018Q3,Fife,2,312,966
2018Q4,Fife,2,299,755
2019Q1,Fife,2,297,686
2019Q2,Fife,2,300,798
2019Q3,Fife,2,294,829
2019Q4,Fife,2,335,867
2020Q1,Fife,2,290,657
2020Q2,Fife,2,75,237
2020Q3,Fife,2,186,521
2020Q4,Fife,2,199,490
2021Q1,Fife,2,137,391
2021Q2,Fife,2,242,561
2021Q3,Fife,2,229,531
2021Q4,Fife,2,201,549
2022Q1,Fife,2,190,501
2022Q2,Fife,2,211,470
2022Q3,Fife,2,220,392
2017Q3,Fife,3,276,790
2017Q4,Fife,3,242,743
2018Q1,Fife,3,258,675
2018Q2,Fife,3,279,661
2018Q3,Fife,3,245,640
2018Q4,Fife,3,279,829
2019Q1,Fife,3,245,644
2019Q2,Fife,3,291,717
2019Q3,Fife,3,250,627
2019Q4,Fife,3,240,559
2020Q1,Fife,3,212,610
2020Q2,Fife,3,64,155
2020Q3,Fife,3,167,367
2020Q4,Fife,3,180,334
2021Q1,Fife,3,110,245
2021Q2,Fife,3,203,506
2021Q3,Fife,3,215,400
2021Q4,Fife,3,155,281
2022Q1,Fife,3,184,435
2022Q2,Fife,3,165,488
2022Q3,Fife,3,182,391
2017Q3,Fife,4,238,637
2017Q4,Fife,4,241,600
2018Q1,Fife,4,221,722
2018Q2,Fife,4,257,718
2018Q3,Fife,4,211,625
2018Q4,Fife,4,211,907
2019Q1,Fife,4,205,756
2019Q2,Fife,4,230,639
2019Q3,Fife,4,236,554
2019Q4,Fife,4,235,561
2020Q1,Fife,4,212,720
2020Q2,Fife,4,48,103
2020Q3,Fife,4,143,348
2020Q4,Fife,4,163,363
2021Q1,Fife,4,95,178
2021Q2,Fife,4,198,462
2021Q3,Fife,4,203,525
2021Q4,Fife,4,182,483
2022Q1,Fife,4,154,418
2022Q2,Fife,4,165,433
2022Q3,Fife,4,172,369
2017Q3,Fife,5,202,543
2017Q4,Fife,5,182,485
2018Q1,Fife,5,182,475
2018Q2,Fife,5,195,505
2018Q3,Fife,5,180,479
2018Q4,Fife,5,192,514
2019Q1,Fife,5,216,607
2019Q2,Fife,5,178,604
2019Q3,Fife,5,202,468
2019Q4,Fife,5,222,852
2020Q1,Fife,5,182,412
2020Q2,Fife,5,41,116
2020Q3,Fife,5,133,371
2020Q4,Fife,5,150,421
2021Q1,Fife,5,77,208
2021Q2,Fife,5,173,335
2021Q3,Fife,5,150,324
2021Q4,Fife,5,167,327
2022Q1,Fife,5,120,474
2022Q2,Fife,5,167,325
2022Q3,Fife,5,145,377
2017Q3,Fife,1,32,34
2017Q4,Fife,1,25,29
2018Q1,Fife,1,38,47
2018Q2,Fife,1,25,48
2018Q3,Fife,1,20,21
2018Q4,Fife,1,25,23
2019Q1,Fife,1,20,39
2019Q2,Fife,1,26,23
2019Q3,Fife,1,20,21
2019Q4,Fife,1,30,27
2020Q1,Fife,1,32,30
2020Q3,Fife,1,15,10
2020Q4,Fife,1,25,21
2021Q1,Fife,1,20,20
2021Q2,Fife,1,40,71
2021Q3,Fife,1,28,22
2021Q4,Fife,1,19,21
2022Q1,Fife,1,20,21
2022Q2,Fife,1,25,23
2022Q3,Fife,1,25,19
2017Q3,Fife,2,43,35
2017Q4,Fife,2,25,37
2018Q1,Fife,2,30,41
2018Q2,Fife,2,30,40
2018Q3,Fife,2,25,49
2018Q4,Fife,2,35,45
2019Q1,Fife,2,30,48
2019Q2,Fife,2,40,43
2019Q3,Fife,2,30,29
2019Q4,Fife,2,38,71
2020Q1,Fife,2,25,30
2020Q3,Fife,2,15,27
2020Q4,Fife,2,22,22
2021Q1,Fife,2,21,21
2021Q2,Fife,2,25,42
2021Q3,Fife,2,26,22
2021Q4,Fife,2,21,34
2022Q1,Fife,2,20,25
2022Q2,Fife,2,25,25
2022Q3,Fife,2,30,21
2017Q3,Fife,3,30,40
2017Q4,Fife,3,22,64
2018Q1,Fife,3,25,30
2018Q2,Fife,3,40,52
2018Q3,Fife,3,28,44
2018Q4,Fife,3,25,38
2019Q1,Fife,3,33,37
2019Q2,Fife,3,39,41
2019Q3,Fife,3,28,39
2019Q4,Fife,3,35,35
2020Q1,Fife,3,20,117
2020Q3,Fife,3,21,28
2020Q4,Fife,3,26,31
2021Q1,Fife,3,25,31
2021Q2,Fife,3,27,32
2021Q3,Fife,3,19,14
2021Q4,Fife,3,15,19
2022Q1,Fife,3,20,20
2022Q2,Fife,3,20,17
2022Q3,Fife,3,30,25
2017Q3,Fife,4,22,32
2017Q4,Fife,4,34,29
2018Q1,Fife,4,25,37
2018Q2,Fife,4,25,24
2018Q3,Fife,4,20,23
2018Q4,Fife,4,20,23
2019Q1,Fife,4,30,36
2019Q2,Fife,4,25,25
2019Q3,Fife,4,25,34
2019Q4,Fife,4,26,30
2020Q1,Fife,4,30,26
2020Q3,Fife,4,12,12
2020Q4,Fife,4,22,25
2021Q1,Fife,4,15,13
2021Q2,Fife,4,25,20
2021Q3,Fife,4,25,32
2021Q4,Fife,4,22,19
2022Q1,Fife,4,25,23
2022Q2,Fife,4,25,18
2022Q3,Fife,4,20,36
2017Q3,Fife,5,25,30
2017Q4,Fife,5,15,13
2018Q1,Fife,5,35,81
2018Q2,Fife,5,20,20
2018Q3,Fife,5,15,16
2018Q4,Fife,5,15,16
2019Q1,Fife,5,21,25
2019Q2,Fife,5,20,22
2019Q3,Fife,5,30,47
2019Q4,Fife,5,25,100
2020Q1,Fife,5,20,25
2020Q3,Fife,5,10,21
2020Q4,Fife,5,20,21
2021Q1,Fife,5,13,25
2021Q2,Fife,5,28,21
2021Q3,Fife,5,20,26
2021Q4,Fife,5,22,21
2022Q1,Fife,5,20,24
2022Q2,Fife,5,20,20
2022Q3,Fife,5,15,13
2017Q3,Fife,1,270,712
2017Q4,Fife,1,237,661
2018Q1,Fife,1,235,428
2018Q2,Fife,1,269,986
2018Q3,Fife,1,263,842
2018Q4,Fife,1,245,792
2019Q1,Fife,1,260,698
2019Q2,Fife,1,253,689
2019Q3,Fife,1,270,670
2019Q4,Fife,1,270,841
2020Q1,Fife,1,240,927
2020Q2,Fife,1,65,255
2020Q3,Fife,1,170,471
2020Q4,Fife,1,175,383
2021Q1,Fife,1,105,235
2021Q2,Fife,1,220,522
2021Q3,Fife,1,176,394
2021Q4,Fife,1,164,408
2022Q1,Fife,1,150,337
2022Q2,Fife,1,180,422
2022Q3,Fife,1,175,417
2017Q3,Fife,2,315,1029
2017Q4,Fife,2,300,1080
2018Q1,Fife,2,250,642
2018Q2,Fife,2,280,631
2018Q3,Fife,2,285,917
2018Q4,Fife,2,265,710
2019Q1,Fife,2,264,620
2019Q2,Fife,2,261,720
2019Q3,Fife,2,264,800
2019Q4,Fife,2,297,796
2020Q1,Fife,2,265,627
2020Q2,Fife,2,75,237
2020Q3,Fife,2,170,494
2020Q4,Fife,2,177,468
2021Q1,Fife,2,116,370
2021Q2,Fife,2,215,519
2021Q3,Fife,2,203,509
2021Q4,Fife,2,180,515
2022Q1,Fife,2,170,476
2022Q2,Fife,2,185,445
2022Q3,Fife,2,190,371
2017Q3,Fife,3,243,742
2017Q4,Fife,3,220,679
2018Q1,Fife,3,231,641
2018Q2,Fife,3,239,609
2018Q3,Fife,3,217,596
2018Q4,Fife,3,250,791
2019Q1,Fife,3,212,607
2019Q2,Fife,3,252,676
2019Q3,Fife,3,222,588
2019Q4,Fife,3,203,482
2020Q1,Fife,3,190,493
2020Q2,Fife,3,62,115
2020Q3,Fife,3,146,339
2020Q4,Fife,3,154,303
2021Q1,Fife,3,85,214
2021Q2,Fife,3,176,474
2021Q3,Fife,3,196,386
2021Q4,Fife,3,140,262
2022Q1,Fife,3,165,415
2022Q2,Fife,3,145,471
2022Q3,Fife,3,155,366
2017Q3,Fife,4,216,605
2017Q4,Fife,4,207,571
2018Q1,Fife,4,194,643
2018Q2,Fife,4,230,629
2018Q3,Fife,4,192,589
2018Q4,Fife,4,190,884
2019Q1,Fife,4,175,713
2019Q2,Fife,4,206,614
2019Q3,Fife,4,210,520
2019Q4,Fife,4,209,531
2020Q1,Fife,4,182,664
2020Q2,Fife,4,45,96
2020Q3,Fife,4,131,336
2020Q4,Fife,4,141,338
2021Q1,Fife,4,80,165
2021Q2,Fife,4,173,442
2021Q3,Fife,4,180,493
2021Q4,Fife,4,160,464
2022Q1,Fife,4,130,395
2022Q2,Fife,4,140,415
2022Q3,Fife,4,150,333
2017Q3,Fife,5,177,513
2017Q4,Fife,5,165,472
2018Q1,Fife,5,148,369
2018Q2,Fife,5,175,485
2018Q3,Fife,5,165,463
2018Q4,Fife,5,175,485
2019Q1,Fife,5,195,582
2019Q2,Fife,5,160,582
2019Q3,Fife,5,171,408
2019Q4,Fife,5,200,752
2020Q1,Fife,5,161,382
2020Q2,Fife,5,41,116
2020Q3,Fife,5,121,334
2020Q4,Fife,5,130,400
2021Q1,Fife,5,64,183
2021Q2,Fife,5,145,314
2021Q3,Fife,5,130,298
2021Q4,Fife,5,145,306
2022Q1,Fife,5,100,450
2022Q2,Fife,5,145,305
2022Q3,Fife,5,130,364
2017Q3,Forth Valley,1,99,316
2017Q4,Forth Valley,1,116,404
2018Q1,Forth Valley,1,111,359
2018Q2,Forth Valley,1,128,317
2018Q3,Forth Valley,1,110,310
2018Q4,Forth Valley,1,130,375
2019Q1,Forth Valley,1,113,225
2019Q2,Forth Valley,1,131,335
2019Q3,Forth Valley,1,130,295
2019Q4,Forth Valley,1,114,230
2020Q1,Forth Valley,1,130,183
2020Q2,Forth Valley,1,26,85
2020Q3,Forth Valley,1,77,135
2020Q4,Forth Valley,1,107,233
2021Q1,Forth Valley,1,61,84
2021Q2,Forth Valley,1,115,184
2021Q3,Forth Valley,1,95,290
2021Q4,Forth Valley,1,100,445
2022Q1,Forth Valley,1,80,118
2022Q2,Forth Valley,1,88,219
2022Q3,Forth Valley,1,120,243
2017Q3,Forth Valley,2,158,473
2017Q4,Forth Valley,2,130,465
2018Q1,Forth Valley,2,135,390
2018Q2,Forth Valley,2,125,392
2018Q3,Forth Valley,2,118,276
2018Q4,Forth Valley,2,130,405
2019Q1,Forth Valley,2,134,284
2019Q2,Forth Valley,2,172,371
2019Q3,Forth Valley,2,176,637
2019Q4,Forth Valley,2,160,410
2020Q1,Forth Valley,2,135,299
2020Q2,Forth Valley,2,36,62
2020Q3,Forth Valley,2,102,212
2020Q4,Forth Valley,2,142,353
2021Q1,Forth Valley,2,82,160
2021Q2,Forth Valley,2,145,298
2021Q3,Forth Valley,2,117,200
2021Q4,Forth Valley,2,130,265
2022Q1,Forth Valley,2,105,253
2022Q2,Forth Valley,2,155,274
2022Q3,Forth Valley,2,150,223
2017Q3,Forth Valley,3,152,468
2017Q4,Forth Valley,3,150,462
2018Q1,Forth Valley,3,160,513
2018Q2,Forth Valley,3,155,884
2018Q3,Forth Valley,3,136,385
2018Q4,Forth Valley,3,167,441
2019Q1,Forth Valley,3,155,595
2019Q2,Forth Valley,3,170,433
2019Q3,Forth Valley,3,155,325
2019Q4,Forth Valley,3,170,329
2020Q1,Forth Valley,3,160,332
2020Q2,Forth Valley,3,30,59
2020Q3,Forth Valley,3,115,227
2020Q4,Forth Valley,3,150,275
2021Q1,Forth Valley,3,97,211
2021Q2,Forth Valley,3,165,368
2021Q3,Forth Valley,3,127,447
2021Q4,Forth Valley,3,148,262
2022Q1,Forth Valley,3,120,283
2022Q2,Forth Valley,3,188,309
2022Q3,Forth Valley,3,150,237
2017Q3,Forth Valley,4,125,300
2017Q4,Forth Valley,4,118,450
2018Q1,Forth Valley,4,130,362
2018Q2,Forth Valley,4,116,323
2018Q3,Forth Valley,4,108,211
2018Q4,Forth Valley,4,136,501
2019Q1,Forth Valley,4,140,510
2019Q2,Forth Valley,4,164,395
2019Q3,Forth Valley,4,150,312
2019Q4,Forth Valley,4,150,336
2020Q1,Forth Valley,4,120,221
2020Q2,Forth Valley,4,35,68
2020Q3,Forth Valley,4,120,290
2020Q4,Forth Valley,4,125,215
2021Q1,Forth Valley,4,76,160
2021Q2,Forth Valley,4,135,290
2021Q3,Forth Valley,4,120,231
2021Q4,Forth Valley,4,130,270
2022Q1,Forth Valley,4,125,232
2022Q2,Forth Valley,4,155,271
2022Q3,Forth Valley,4,170,217
2017Q3,Forth Valley,5,122,441
2017Q4,Forth Valley,5,114,276
2018Q1,Forth Valley,5,130,280
2018Q2,Forth Valley,5,116,300
2018Q3,Forth Valley,5,105,334
2018Q4,Forth Valley,5,138,324
2019Q1,Forth Valley,5,106,244
2019Q2,Forth Valley,5,151,249
2019Q3,Forth Valley,5,145,345
2019Q4,Forth Valley,5,150,298
2020Q1,Forth Valley,5,141,294
2020Q2,Forth Valley,5,30,128
2020Q3,Forth Valley,5,86,168
2020Q4,Forth Valley,5,103,190
2021Q1,Forth Valley,5,74,136
2021Q2,Forth Valley,5,142,267
2021Q3,Forth Valley,5,125,271
2021Q4,Forth Valley,5,115,204
2022Q1,Forth Valley,5,101,241
2022Q2,Forth Valley,5,130,409
2022Q3,Forth Valley,5,145,207
2017Q3,Forth Valley,1,99,316
2017Q4,Forth Valley,1,116,404
2018Q1,Forth Valley,1,111,366
2018Q2,Forth Valley,1,128,317
2018Q3,Forth Valley,1,112,313
2018Q4,Forth Valley,1,133,375
2019Q1,Forth Valley,1,113,225
2019Q2,Forth Valley,1,131,335
2019Q3,Forth Valley,1,132,295
2019Q4,Forth Valley,1,114,230
2020Q1,Forth Valley,1,131,183
2020Q2,Forth Valley,1,26,85
2020Q3,Forth Valley,1,77,135
2020Q4,Forth Valley,1,107,233
2021Q1,Forth Valley,1,61,84
2021Q2,Forth Valley,1,115,184
2021Q3,Forth Valley,1,97,292
2021Q4,Forth Valley,1,100,445
2022Q1,Forth Valley,1,80,118
2022Q2,Forth Valley,1,88,219
2022Q3,Forth Valley,1,124,243
2017Q3,Forth Valley,2,158,473
2017Q4,Forth Valley,2,133,466
2018Q1,Forth Valley,2,138,391
2018Q2,Forth Valley,2,125,392
2018Q3,Forth Valley,2,118,276
2018Q4,Forth Valley,2,135,407
2019Q1,Forth Valley,2,134,284
2019Q2,Forth Valley,2,172,371
2019Q3,Forth Valley,2,178,690
2019Q4,Forth Valley,2,164,410
2020Q1,Forth Valley,2,137,299
2020Q2,Forth Valley,2,36,62
2020Q3,Forth Valley,2,102,212
2020Q4,Forth Valley,2,142,387
2021Q1,Forth Valley,2,82,160
2021Q2,Forth Valley,2,146,298
2021Q3,Forth Valley,2,117,203
2021Q4,Forth Valley,2,133,267
2022Q1,Forth Valley,2,108,253
2022Q2,Forth Valley,2,156,274
2022Q3,Forth Valley,2,152,223
2017Q3,Forth Valley,3,152,468
2017Q4,Forth Valley,3,150,462
2018Q1,Forth Valley,3,160,513
2018Q2,Forth Valley,3,155,884
2018Q3,Forth Valley,3,136,385
2018Q4,Forth Valley,3,167,441
2019Q1,Forth Valley,3,156,604
2019Q2,Forth Valley,3,170,433
2019Q3,Forth Valley,3,157,325
2019Q4,Forth Valley,3,170,329
2020Q1,Forth Valley,3,159,332
2020Q2,Forth Valley,3,30,59
2020Q3,Forth Valley,3,115,227
2020Q4,Forth Valley,3,150,276
2021Q1,Forth Valley,3,97,211
2021Q2,Forth Valley,3,167,368
2021Q3,Forth Valley,3,127,447
2021Q4,Forth Valley,3,148,262
2022Q1,Forth Valley,3,120,310
2022Q2,Forth Valley,3,188,309
2022Q3,Forth Valley,3,158,237
2017Q3,Forth Valley,4,126,304
2017Q4,Forth Valley,4,118,450
2018Q1,Forth Valley,4,130,362
2018Q2,Forth Valley,4,116,323
2018Q3,Forth Valley,4,108,211
2018Q4,Forth Valley,4,136,501
2019Q1,Forth Valley,4,142,510
2019Q2,Forth Valley,4,164,396
2019Q3,Forth Valley,4,150,312
2019Q4,Forth Valley,4,154,336
2020Q1,Forth Valley,4,121,221
2020Q2,Forth Valley,4,35,68
2020Q3,Forth Valley,4,120,290
2020Q4,Forth Valley,4,125,245
2021Q1,Forth Valley,4,76,166
2021Q2,Forth Valley,4,138,294
2021Q3,Forth Valley,4,120,231
2021Q4,Forth Valley,4,131,300
2022Q1,Forth Valley,4,128,259
2022Q2,Forth Valley,4,154,271
2022Q3,Forth Valley,4,178,217
2017Q3,Forth Valley,5,122,441
2017Q4,Forth Valley,5,114,276
2018Q1,Forth Valley,5,129,287
2018Q2,Forth Valley,5,116,300
2018Q3,Forth Valley,5,105,334
2018Q4,Forth Valley,5,138,324
2019Q1,Forth Valley,5,106,244
2019Q2,Forth Valley,5,151,249
2019Q3,Forth Valley,5,145,345
2019Q4,Forth Valley,5,153,298
2020Q1,Forth Valley,5,141,294
2020Q2,Forth Valley,5,30,128
2020Q3,Forth Valley,5,86,168
2020Q4,Forth Valley,5,103,190
2021Q1,Forth Valley,5,74,136
2021Q2,Forth Valley,5,142,267
2021Q3,Forth Valley,5,125,271
2021Q4,Forth Valley,5,115,204
2022Q1,Forth Valley,5,101,241
2022Q2,Forth Valley,5,133,409
2022Q3,Forth Valley,5,145,207
2017Q3,Grampian,1,154,609
2017Q4,Grampian,1,127,522
2018Q1,Grampian,1,128,575
2018Q2,Grampian,1,129,417
2018Q3,Grampian,1,116,481
2018Q4,Grampian,1,139,479
2019Q1,Grampian,1,140,481
2019Q2,Grampian,1,140,614
2019Q3,Grampian,1,157,529
2019Q4,Grampian,1,161,536
2020Q1,Grampian,1,123,363
2020Q2,Grampian,1,54,147
2020Q3,Grampian,1,87,422
2020Q4,Grampian,1,97,644
2021Q1,Grampian,1,67,268
2021Q2,Grampian,1,107,397
2021Q3,Grampian,1,93,508
2021Q4,Grampian,1,90,422
2022Q1,Grampian,1,104,387
2022Q2,Grampian,1,104,334
2022Q3,Grampian,1,88,401
2017Q3,Grampian,2,412,1833
2017Q4,Grampian,2,392,1746
2018Q1,Grampian,2,324,1690
2018Q2,Grampian,2,405,1582
2018Q3,Grampian,2,382,1547
2018Q4,Grampian,2,405,1837
2019Q1,Grampian,2,364,1427
2019Q2,Grampian,2,394,1565
2019Q3,Grampian,2,402,1387
2019Q4,Grampian,2,371,1341
2020Q1,Grampian,2,314,1150
2020Q2,Grampian,2,171,783
2020Q3,Grampian,2,246,1008
2020Q4,Grampian,2,212,1034
2021Q1,Grampian,2,216,943
2021Q2,Grampian,2,253,847
2021Q3,Grampian,2,256,1304
2021Q4,Grampian,2,247,910
2022Q1,Grampian,2,252,762
2022Q2,Grampian,2,273,1296
2022Q3,Grampian,2,260,1091
2017Q3,Grampian,3,508,2030
2017Q4,Grampian,3,478,2330
2018Q1,Grampian,3,403,1780
2018Q2,Grampian,3,477,2295
2018Q3,Grampian,3,451,1967
2018Q4,Grampian,3,475,1962
2019Q1,Grampian,3,395,1557
2019Q2,Grampian,3,489,1770
2019Q3,Grampian,3,498,1959
2019Q4,Grampian,3,471,1719
2020Q1,Grampian,3,371,1670
2020Q2,Grampian,3,196,1230
2020Q3,Grampian,3,282,1218
2020Q4,Grampian,3,304,1019
2021Q1,Grampian,3,249,1135
2021Q2,Grampian,3,336,1212
2021Q3,Grampian,3,308,1150
2021Q4,Grampian,3,284,989
2022Q1,Grampian,3,324,1410
2022Q2,Grampian,3,401,1104
2022Q3,Grampian,3,390,1551
2017Q3,Grampian,4,691,2523
2017Q4,Grampian,4,636,2665
2018Q1,Grampian,4,507,2213
2018Q2,Grampian,4,615,2223
2018Q3,Grampian,4,601,2645
2018Q4,Grampian,4,644,2524
2019Q1,Grampian,4,613,2034
2019Q2,Grampian,4,649,2640
2019Q3,Grampian,4,706,3038
2019Q4,Grampian,4,610,2101
2020Q1,Grampian,4,522,2452
2020Q2,Grampian,4,245,1127
2020Q3,Grampian,4,372,1672
2020Q4,Grampian,4,459,2111
2021Q1,Grampian,4,305,1143
2021Q2,Grampian,4,493,2496
2021Q3,Grampian,4,454,1660
2021Q4,Grampian,4,416,1802
2022Q1,Grampian,4,434,1535
2022Q2,Grampian,4,555,2241
2022Q3,Grampian,4,523,1994
2017Q3,Grampian,5,501,1824
2017Q4,Grampian,5,491,1724
2018Q1,Grampian,5,408,1708
2018Q2,Grampian,5,529,2202
2018Q3,Grampian,5,490,1868
2018Q4,Grampian,5,490,2044
2019Q1,Grampian,5,488,1691
2019Q2,Grampian,5,502,1610
2019Q3,Grampian,5,492,1929
2019Q4,Grampian,5,471,1777
2020Q1,Grampian,5,401,1506
2020Q2,Grampian,5,167,693
2020Q3,Grampian,5,291,1125
2020Q4,Grampian,5,382,1355
2021Q1,Grampian,5,273,1187
2021Q2,Grampian,5,362,1494
2021Q3,Grampian,5,351,1543
2021Q4,Grampian,5,382,1560
2022Q1,Grampian,5,382,1542
2022Q2,Grampian,5,391,1309
2022Q3,Grampian,5,416,1447
2017Q3,Grampian,1,10,15
2017Q4,Grampian,1,5,20
2018Q1,Grampian,1,10,33
2018Q2,Grampian,1,19,40
2018Q3,Grampian,1,10,26
2018Q4,Grampian,1,5,14
2019Q1,Grampian,1,5,15
2019Q2,Grampian,1,12,21
2019Q3,Grampian,1,5,5
2019Q4,Grampian,1,5,9
2020Q1,Grampian,1,10,33
2020Q3,Grampian,1,19,5
2020Q4,Grampian,1,10,12
2021Q1,Grampian,1,5,11
2021Q2,Grampian,1,5,NA
2021Q4,Grampian,1,5,5
2022Q1,Grampian,1,NA,5
2022Q2,Grampian,1,NA,5
2022Q3,Grampian,1,NA,5
2017Q3,Grampian,2,45,383
2017Q4,Grampian,2,53,141
2018Q1,Grampian,2,55,169
2018Q2,Grampian,2,55,126
2018Q3,Grampian,2,46,99
2018Q4,Grampian,2,58,137
2019Q1,Grampian,2,55,127
2019Q2,Grampian,2,66,168
2019Q3,Grampian,2,57,166
2019Q4,Grampian,2,39,142
2020Q1,Grampian,2,40,72
2020Q2,Grampian,2,10,5
2020Q3,Grampian,2,25,24
2020Q4,Grampian,2,33,61
2021Q1,Grampian,2,17,47
2021Q2,Grampian,2,5,5
2021Q3,Grampian,2,5,5
2021Q4,Grampian,2,13,18
2022Q1,Grampian,2,10,15
2022Q2,Grampian,2,16,26
2022Q3,Grampian,2,5,15
2017Q3,Grampian,3,106,329
2017Q4,Grampian,3,125,388
2018Q1,Grampian,3,89,306
2018Q2,Grampian,3,104,335
2018Q3,Grampian,3,108,278
2018Q4,Grampian,3,112,313
2019Q1,Grampian,3,109,352
2019Q2,Grampian,3,100,313
2019Q3,Grampian,3,90,265
2019Q4,Grampian,3,88,430
2020Q1,Grampian,3,79,140
2020Q2,Grampian,3,25,31
2020Q3,Grampian,3,49,33
2020Q4,Grampian,3,88,251
2021Q1,Grampian,3,39,69
2021Q2,Grampian,3,20,35
2021Q3,Grampian,3,20,49
2021Q4,Grampian,3,21,65
2022Q1,Grampian,3,26,83
2022Q2,Grampian,3,29,94
2022Q3,Grampian,3,10,23
2017Q3,Grampian,4,92,270
2017Q4,Grampian,4,93,346
2018Q1,Grampian,4,99,296
2018Q2,Grampian,4,103,348
2018Q3,Grampian,4,116,310
2018Q4,Grampian,4,100,369
2019Q1,Grampian,4,80,401
2019Q2,Grampian,4,138,196
2019Q3,Grampian,4,97,260
2019Q4,Grampian,4,72,183
2020Q1,Grampian,4,70,153
2020Q2,Grampian,4,28,26
2020Q3,Grampian,4,49,42
2020Q4,Grampian,4,65,145
2021Q1,Grampian,4,40,87
2021Q2,Grampian,4,23,37
2021Q3,Grampian,4,23,55
2021Q4,Grampian,4,21,133
2022Q1,Grampian,4,21,45
2022Q2,Grampian,4,25,50
2022Q3,Grampian,4,12,31
2017Q3,Grampian,5,33,57
2017Q4,Grampian,5,34,108
